area_mean_px,area_median_px,aspect_ratio_mean,budding_proxy_frac,cell_count,cell_density_per_Mpx,cell_gray_mean,cell_sat_mean,clustering_R,coverage_frac,ecc_mean,ecc_median,file,focus_var,fov_area_px,fov_circularity,fov_r,height,method,scale,width
525.2,518.0,1.2837,0.017,120,400.2,110.1,136.9,1.324,0.2102,0.5881,0.6044,IMG_5669.jpg,80.8,299861,0.976,325.6,1100,cellpose,0.688,825
348.1,296.0,1.4652,0.104,106,355.7,135.0,106.9,1.0204,0.1238,0.6856,0.717,IMG_5670.jpg,90.6,297965,0.981,325.2,1100,cellpose,0.688,825
428.4,404.0,1.2159,0.007,135,450.2,121.7,128.4,1.2072,0.1929,0.5366,0.5546,IMG_5671.jpg,119.1,299861,0.982,325.5,1100,cellpose,0.688,825
317.0,297.5,1.4507,0.108,74,246.8,141.4,99.5,0.8243,0.0782,0.6777,0.7341,IMG_5672.jpg,103.9,299861,0.981,325.6,1100,cellpose,0.688,825
422.4,396.0,1.2315,0.007,151,503.6,118.8,131.4,1.2325,0.2127,0.5575,0.5698,IMG_5673.jpg,122.0,299861,0.98,325.5,1100,cellpose,0.688,825
536.2,482.0,1.222,0.037,81,271.8,112.1,134.8,1.1696,0.1458,0.5289,0.5368,IMG_5674.jpg,101.2,297965,0.978,325.3,1100,cellpose,0.688,825
424.1,433.0,1.1842,0.01,100,333.5,133.0,113.4,1.0891,0.1414,0.4939,0.4829,IMG_5675.jpg,98.3,299861,0.985,325.4,1100,cellpose,0.688,825
505.6,488.0,1.3283,0.009,109,363.5,119.7,132.3,1.1333,0.1838,0.6314,0.6563,IMG_5676.jpg,90.4,299861,0.978,325.7,1100,cellpose,0.688,825
421.2,406.0,1.1676,0.0,125,416.9,125.0,122.4,1.21,0.1756,0.4783,0.4687,IMG_5677.jpg,116.2,299861,0.979,326.0,1100,cellpose,0.688,825
434.1,412.0,1.238,0.0,113,376.8,119.0,135.2,1.1419,0.1636,0.5593,0.5701,IMG_5678.jpg,112.7,299861,0.977,326.1,1100,cellpose,0.688,825
411.6,407.0,1.1809,0.008,128,429.6,131.1,114.3,1.2551,0.1768,0.483,0.4773,IMG_5679.jpg,115.2,297965,0.984,325.2,1100,cellpose,0.688,825
409.9,424.0,1.2163,0.025,118,396.0,132.7,110.4,1.1955,0.1623,0.513,0.5011,IMG_5680.jpg,102.2,297965,0.983,325.2,1100,cellpose,0.688,825
366.0,351.5,1.2408,0.019,104,370.3,134.1,134.4,1.184,0.1356,0.5459,0.5519,IMG_5681.jpg,132.7,280817,0.979,315.6,1100,cellpose,0.688,825
368.7,350.0,1.2301,0.0,103,364.3,134.4,134.0,1.1904,0.1344,0.5317,0.5287,IMG_5682.jpg,122.8,282697,0.98,315.8,1100,cellpose,0.688,825
404.4,413.0,1.199,0.014,69,237.7,139.3,106.1,1.065,0.0961,0.5017,0.4831,IMG_5683.jpg,122.3,290273,0.984,320.1,1100,cellpose,0.688,825
414.8,397.0,1.2593,0.008,129,444.4,124.4,129.1,1.2019,0.1843,0.5668,0.5755,IMG_5684.jpg,138.9,290273,0.979,321.1,1100,cellpose,0.688,825
459.9,450.5,1.259,0.019,104,353.6,124.4,132.7,1.0742,0.1626,0.5816,0.5995,IMG_5685.jpg,127.9,294137,0.974,322.4,1100,cellpose,0.688,825
461.8,446.5,1.2605,0.019,106,360.4,124.2,132.7,1.0912,0.1664,0.5838,0.6086,IMG_5686.jpg,122.7,294137,0.974,322.4,1100,cellpose,0.688,825
367.5,376.0,1.2369,0.036,55,188.2,131.0,112.7,0.9233,0.0692,0.5249,0.5032,IMG_5687.jpg,116.5,292201,0.98,321.4,1100,cellpose,0.688,825
425.2,407.0,1.2826,0.026,116,397.0,122.9,130.5,1.0769,0.1688,0.5947,0.6067,IMG_5688.jpg,122.5,292201,0.98,321.3,1100,cellpose,0.688,825
403.1,376.0,1.2155,0.009,108,369.6,125.4,126.4,1.1189,0.149,0.5222,0.5164,IMG_5689.jpg,109.0,292201,0.978,321.6,1100,cellpose,0.688,825
413.5,411.0,1.2224,0.011,88,303.2,124.7,128.4,1.0725,0.1254,0.5317,0.5307,IMG_5690.jpg,121.4,290273,0.984,320.8,1100,cellpose,0.688,825
377.2,385.0,1.1923,0.02,99,338.8,129.3,117.3,1.1387,0.1278,0.508,0.5275,IMG_5691.jpg,121.6,292201,0.981,321.2,1100,cellpose,0.688,825
434.3,430.0,1.2038,0.0,74,253.3,135.6,104.5,1.0916,0.11,0.5103,0.5194,IMG_5692.jpg,114.9,292201,0.981,321.2,1100,cellpose,0.688,825
376.7,354.0,1.3449,0.035,85,290.9,135.8,104.3,1.0093,0.1096,0.5924,0.6018,IMG_5693.jpg,104.0,292201,0.981,321.2,1100,cellpose,0.688,825
459.4,449.0,1.2691,0.011,89,304.6,118.5,140.1,1.1034,0.1399,0.5863,0.6069,IMG_5694.jpg,120.2,292201,0.977,321.7,1100,cellpose,0.688,825
393.2,436.0,1.2567,0.02,51,175.7,142.3,101.8,1.008,0.0691,0.5502,0.5433,IMG_5695.jpg,97.9,290273,0.983,321.0,1100,cellpose,0.688,825
387.5,371.0,1.1707,0.01,103,354.8,128.2,119.7,1.1328,0.1375,0.4676,0.4467,IMG_5696.jpg,119.3,290273,0.983,321.0,1100,cellpose,0.688,825
301.9,265.0,1.448,0.039,77,265.3,129.1,115.3,0.8016,0.0801,0.6722,0.7218,IMG_5723.jpg,70.7,290273,0.981,320.6,1100,cellpose,0.688,825
315.9,272.0,1.4756,0.068,73,256.5,131.4,109.9,0.9011,0.081,0.6844,0.7179,IMG_5724.jpg,59.4,284565,0.978,317.1,1100,cellpose,0.688,825
419.7,413.5,1.1721,0.028,36,123.2,130.9,116.2,1.0436,0.0517,0.4837,0.4732,IMG_5725.jpg,63.5,292201,0.978,321.5,1100,cellpose,0.688,825
421.4,421.0,1.1692,0.0,69,237.7,126.7,120.8,1.1009,0.1002,0.4833,0.4815,IMG_5726.jpg,68.8,290273,0.983,320.7,1100,cellpose,0.688,825
327.9,264.0,1.389,0.065,77,265.3,129.7,112.1,0.7971,0.087,0.6402,0.6879,IMG_5727.jpg,64.4,290273,0.983,320.8,1100,cellpose,0.688,825
391.9,411.0,1.2051,0.0,36,124.0,130.3,117.1,1.0286,0.0486,0.5207,0.5162,IMG_5728.jpg,60.4,290273,0.986,320.3,1100,cellpose,0.688,825
381.1,330.0,1.5194,0.062,16,55.1,138.2,108.2,0.6623,0.021,0.6649,0.7174,IMG_5729.jpg,59.4,290273,0.986,320.1,1100,cellpose,0.688,825
382.9,388.0,1.1691,0.0,16,55.1,139.4,115.5,0.9474,0.0211,0.4786,0.4474,IMG_5730.jpg,60.6,290273,0.985,320.4,1100,cellpose,0.688,825
392.7,384.0,1.2438,0.054,37,127.5,129.6,116.9,0.9749,0.0501,0.5098,0.5147,IMG_5731.jpg,61.3,290273,0.986,320.4,1100,cellpose,0.688,825
399.4,396.5,1.2242,0.026,76,261.8,125.0,123.3,1.0772,0.1046,0.5357,0.5402,IMG_5732.jpg,75.0,290273,0.986,320.1,1100,cellpose,0.688,825
376.0,357.0,1.2668,0.051,79,272.2,127.1,116.4,0.9767,0.1023,0.5339,0.5056,IMG_5733.jpg,70.7,290273,0.984,320.4,1100,cellpose,0.688,825
400.8,390.5,1.2154,0.034,58,199.8,124.4,124.6,0.9967,0.0801,0.5058,0.5131,IMG_5734.jpg,64.7,290273,0.982,320.7,1100,cellpose,0.688,825
411.8,432.0,1.2097,0.013,79,272.2,127.5,118.6,1.0639,0.1121,0.497,0.4867,IMG_5735.jpg,69.5,290273,0.981,321.0,1100,cellpose,0.688,825
467.0,457.0,1.3248,0.022,90,306.0,119.6,134.8,1.0174,0.1429,0.638,0.647,IMG_5736.jpg,125.3,294137,0.977,322.6,1100,cellpose,0.688,825
436.3,442.0,1.2899,0.039,77,261.8,118.9,142.1,1.0504,0.1142,0.606,0.6161,IMG_5737.jpg,105.8,294137,0.981,322.7,1100,cellpose,0.688,825
467.9,455.0,1.2863,0.015,130,442.0,114.8,141.0,1.2289,0.2068,0.5851,0.5949,IMG_5738.jpg,120.4,294137,0.977,322.3,1100,cellpose,0.688,825
389.7,387.0,1.2125,0.013,78,265.2,128.8,127.5,1.024,0.1034,0.5296,0.5391,IMG_5739.jpg,115.8,294137,0.984,323.1,1100,cellpose,0.688,825
460.4,455.0,1.286,0.0,95,320.9,119.5,137.9,1.0485,0.1478,0.5953,0.5962,IMG_5740.jpg,119.0,296025,0.981,323.3,1100,cellpose,0.688,825
469.6,452.0,1.3094,0.02,101,343.4,115.6,139.0,1.1713,0.1613,0.6079,0.6051,IMG_5741.jpg,110.3,294137,0.98,322.2,1100,cellpose,0.688,825
417.2,417.0,1.1601,0.0,68,228.2,131.2,113.0,1.0561,0.0952,0.4792,0.4788,IMG_5742.jpg,111.5,297965,0.977,324.3,1100,cellpose,0.688,825
401.6,406.0,1.1683,0.014,73,246.6,131.5,114.5,1.043,0.099,0.4838,0.4758,IMG_5743.jpg,120.0,296025,0.978,323.8,1100,cellpose,0.688,825
380.8,376.0,1.2256,0.012,85,287.1,130.0,114.7,1.0323,0.1093,0.5157,0.5102,IMG_5744.jpg,123.8,296025,0.981,323.3,1100,cellpose,0.688,825
304.5,254.0,1.5412,0.111,45,153.0,134.4,109.5,1.0219,0.0466,0.7012,0.7467,IMG_5745.jpg,108.3,294137,0.981,323.2,1100,cellpose,0.688,825
459.2,449.5,1.3057,0.01,100,337.8,116.8,138.8,1.0785,0.1551,0.609,0.6252,IMG_5746.jpg,119.4,296025,0.973,323.6,1100,cellpose,0.688,825
477.7,482.0,1.2348,0.0,47,159.8,110.6,143.0,1.1464,0.0763,0.5606,0.5651,IMG_5747.jpg,102.7,294137,0.981,322.7,1100,cellpose,0.688,825
488.6,467.0,1.1981,0.0,127,440.3,96.5,158.6,1.2657,0.2151,0.524,0.5408,IMG_5776.jpg,104.3,288413,0.965,319.5,1100,cellpose,0.688,825
434.2,441.0,1.146,0.007,150,516.8,100.4,145.1,1.3143,0.2244,0.4504,0.442,IMG_5777.jpg,100.8,290273,0.967,321.0,1100,cellpose,0.688,825
382.0,370.0,1.2951,0.06,166,568.1,105.6,134.0,1.253,0.217,0.5767,0.595,IMG_5778.jpg,113.0,292201,0.954,321.7,1100,cellpose,0.688,825
434.6,423.5,1.2839,0.0,136,468.5,104.2,137.7,1.1675,0.2036,0.5463,0.5365,IMG_5779.jpg,94.8,290273,0.961,320.8,1100,cellpose,0.688,825
410.7,401.5,1.1554,0.004,274,943.9,100.9,139.8,1.5256,0.3877,0.4669,0.4755,IMG_5780.jpg,121.4,290273,0.961,320.7,1100,cellpose,0.688,825
539.8,512.0,1.2428,0.0,199,690.0,97.3,148.9,1.4804,0.3724,0.5584,0.5819,IMG_5781.jpg,111.8,288413,0.882,319.7,1100,cellpose,0.688,825
496.3,490.0,1.1705,0.0,207,713.1,99.7,148.3,1.4617,0.3539,0.4933,0.5051,IMG_5782.jpg,122.2,290273,0.957,320.2,1100,cellpose,0.688,825
442.9,436.0,1.1589,0.007,282,977.8,100.5,142.2,1.5501,0.433,0.4722,0.4776,IMG_5783.jpg,131.4,288413,0.943,319.9,1100,cellpose,0.688,825
505.2,501.0,1.2485,0.005,203,703.9,98.5,151.7,1.4012,0.3556,0.5637,0.5751,IMG_5784.jpg,112.7,288413,0.95,319.9,1100,cellpose,0.688,825
451.8,444.0,1.1711,0.0,257,885.4,99.4,146.6,1.5058,0.4,0.484,0.4876,IMG_5785.jpg,123.2,290273,0.943,320.9,1100,cellpose,0.688,825
465.9,452.0,1.2062,0.0,230,792.4,97.1,152.4,1.4363,0.3691,0.5304,0.5508,IMG_5786.jpg,122.4,290273,0.942,320.2,1100,cellpose,0.688,825
488.2,471.0,1.254,0.0,233,802.7,97.0,153.2,1.483,0.3918,0.5792,0.5957,IMG_5787.jpg,120.5,290273,0.948,320.5,1100,cellpose,0.688,825
467.5,463.0,1.152,0.0,147,506.4,98.3,152.3,1.2804,0.2368,0.4685,0.4812,IMG_5788.jpg,105.4,290273,0.967,321.0,1100,cellpose,0.688,825
440.6,432.0,1.1936,0.0,185,637.3,100.2,152.6,1.3484,0.2808,0.5153,0.5284,IMG_5789.jpg,118.7,290273,0.959,320.3,1100,cellpose,0.688,825
408.5,393.5,1.2966,0.052,154,530.5,112.2,132.8,1.2948,0.2167,0.5787,0.5776,IMG_5790.jpg,100.0,290273,0.972,320.9,1100,cellpose,0.688,825
438.0,422.0,1.315,0.036,139,475.7,110.2,134.3,1.2225,0.2083,0.5864,0.5769,IMG_5791.jpg,98.2,292201,0.969,321.2,1100,cellpose,0.688,825
391.1,356.0,1.3274,0.048,165,568.4,112.5,129.5,1.2998,0.2223,0.5999,0.6035,IMG_5792.jpg,102.3,290273,0.973,320.4,1100,cellpose,0.688,825
409.7,378.5,1.2526,0.0,190,654.6,110.5,129.9,1.3647,0.2682,0.5449,0.5393,IMG_5793.jpg,117.2,290273,0.972,320.6,1100,cellpose,0.688,825
341.8,320.5,1.4185,0.034,116,397.0,119.0,126.5,1.2594,0.1357,0.6515,0.6868,IMG_5794.jpg,103.9,292201,0.971,321.1,1100,cellpose,0.688,825
417.0,420.0,1.2018,0.025,197,678.7,109.2,131.2,1.4287,0.283,0.5058,0.4931,IMG_5795.jpg,118.2,290273,0.966,320.6,1100,cellpose,0.688,825
423.6,410.0,1.2711,0.025,159,547.8,110.2,129.7,1.2531,0.232,0.5598,0.5682,IMG_5796.jpg,109.8,290273,0.967,320.7,1100,cellpose,0.688,825
421.5,395.0,1.296,0.078,129,444.4,110.5,128.6,1.2943,0.1873,0.5769,0.5832,IMG_5797.jpg,101.9,290273,0.971,320.7,1100,cellpose,0.688,825
448.7,436.0,1.2192,0.004,227,776.9,111.9,141.8,1.4637,0.3486,0.5419,0.5516,IMG_5830.jpg,130.6,292201,0.965,321.4,1100,cellpose,0.688,825
390.4,396.0,1.288,0.0,143,489.4,120.6,126.1,1.2582,0.1911,0.5708,0.5615,IMG_5831.jpg,91.7,292201,0.976,321.4,1100,cellpose,0.688,825
421.8,426.0,1.2332,0.024,124,424.4,118.7,127.3,1.2074,0.179,0.5177,0.5037,IMG_5832.jpg,93.7,292201,0.98,321.4,1100,cellpose,0.688,825
447.3,444.0,1.2036,0.0,185,633.1,108.9,147.4,1.4394,0.2832,0.5175,0.5219,IMG_5833.jpg,110.9,292201,0.969,321.1,1100,cellpose,0.688,825
405.5,387.0,1.2805,0.013,151,516.8,113.4,132.1,1.2945,0.2096,0.5655,0.5753,IMG_5834.jpg,95.0,292201,0.971,321.6,1100,cellpose,0.688,825
435.4,430.0,1.1393,0.006,159,544.1,110.1,136.7,1.3806,0.2369,0.45,0.4429,IMG_5835.jpg,102.8,292201,0.976,322.0,1100,cellpose,0.688,825
422.1,420.0,1.1446,0.0,193,660.5,109.2,137.8,1.4107,0.2788,0.4615,0.4734,IMG_5836.jpg,104.4,292201,0.975,321.3,1100,cellpose,0.688,825
439.8,426.0,1.1344,0.0,167,575.3,108.6,141.7,1.3853,0.253,0.4432,0.4282,IMG_5837.jpg,101.9,290273,0.975,320.7,1100,cellpose,0.688,825
383.5,340.0,1.3769,0.048,167,571.5,117.0,128.5,1.1357,0.2192,0.617,0.6521,IMG_5838.jpg,84.7,292201,0.977,321.5,1100,cellpose,0.688,825
409.1,381.0,1.1903,0.023,129,465.6,119.8,126.2,1.1855,0.1905,0.495,0.5,IMG_5839.jpg,114.0,277085,0.977,313.5,1100,cellpose,0.688,825
487.9,480.0,1.2691,0.0,150,516.8,110.8,147.3,1.3521,0.2521,0.5955,0.609,IMG_5840.jpg,111.8,290273,0.965,320.1,1100,cellpose,0.688,825
428.2,415.5,1.13,0.0,152,513.5,116.4,130.4,1.3177,0.2199,0.4332,0.4327,IMG_5841.jpg,113.9,296025,0.976,323.8,1100,cellpose,0.688,825
384.8,355.0,1.3978,0.094,127,429.0,128.6,118.1,1.2374,0.1651,0.6458,0.664,IMG_5842.jpg,96.4,296025,0.974,324.1,1100,cellpose,0.688,825
399.5,374.0,1.3772,0.031,129,435.8,127.7,117.2,1.101,0.1741,0.6234,0.6573,IMG_5843.jpg,117.8,296025,0.976,323.6,1100,cellpose,0.688,825
449.3,446.5,1.1762,0.0,122,414.8,119.1,131.6,1.2198,0.1863,0.4987,0.5062,IMG_5844.jpg,115.3,294137,0.978,323.1,1100,cellpose,0.688,825
430.5,416.0,1.1824,0.0,135,456.0,118.2,132.1,1.2113,0.1963,0.5069,0.5144,IMG_5845.jpg,124.3,296025,0.971,323.5,1100,cellpose,0.688,825
421.1,422.0,1.1912,0.007,153,516.8,118.0,133.1,1.2614,0.2176,0.5082,0.5126,IMG_5846.jpg,114.4,296025,0.971,323.6,1100,cellpose,0.688,825
496.2,492.0,1.2642,0.007,135,459.0,111.7,142.6,1.3249,0.2277,0.574,0.5668,IMG_5847.jpg,110.7,294137,0.964,323.1,1100,cellpose,0.688,825
469.4,465.0,1.1643,0.0,65,221.0,121.0,133.8,1.1238,0.1037,0.4941,0.516,IMG_5848.jpg,107.2,294137,0.985,322.7,1100,cellpose,0.688,825
443.4,461.0,1.2397,0.0,139,469.6,123.5,115.0,1.2761,0.2082,0.5145,0.5062,IMG_5849.jpg,98.7,296025,0.975,323.6,1100,cellpose,0.688,825
433.3,421.5,1.1994,0.014,144,486.4,123.4,115.8,1.2611,0.2108,0.4837,0.4478,IMG_5850.jpg,104.8,296025,0.974,323.9,1100,cellpose,0.688,825
403.1,366.0,1.4475,0.057,157,530.4,127.9,115.9,1.23,0.2138,0.6611,0.7289,IMG_5851.jpg,100.6,296025,0.972,324.0,1100,cellpose,0.688,825
397.4,367.0,1.4769,0.104,173,584.4,127.5,115.7,1.1583,0.2323,0.6805,0.7205,IMG_5852.jpg,110.1,296025,0.974,323.9,1100,cellpose,0.688,825
431.7,421.0,1.1625,0.0,159,537.1,119.8,119.4,1.3801,0.2319,0.4612,0.458,IMG_5853.jpg,106.5,296025,0.974,324.0,1100,cellpose,0.688,825
411.3,408.5,1.1437,0.0,170,574.3,119.5,121.6,1.395,0.2362,0.4547,0.44,IMG_5854.jpg,102.0,296025,0.98,323.2,1100,cellpose,0.688,825
