area_mean_px,area_median_px,budding_proxy_frac,cell_count,cell_density_per_Mpx,cell_gray_mean,cell_sat_mean,clustering_R,coverage_frac,file,focus_var,fov_area_px,fov_circularity,fov_r,height,method,scale,width
410.7,401.5,0.004,274,943.9,100.9,139.8,1.5256,0.3877,IMG_5780.jpg,121.4,290273,0.961,320.7,1100,cellpose,0.688,825
539.8,512.0,0.0,199,690.0,97.3,148.9,1.4804,0.3724,IMG_5781.jpg,111.8,288413,0.882,319.7,1100,cellpose,0.688,825
496.3,490.0,0.0,207,713.1,99.7,148.3,1.4617,0.3539,IMG_5782.jpg,122.2,290273,0.957,320.2,1100,cellpose,0.688,825
442.9,436.0,0.007,282,977.8,100.5,142.2,1.5501,0.433,IMG_5783.jpg,131.4,288413,0.943,319.9,1100,cellpose,0.688,825
505.2,501.0,0.005,203,703.9,98.5,151.7,1.4012,0.3556,IMG_5784.jpg,112.7,288413,0.95,319.9,1100,cellpose,0.688,825
451.8,444.0,0.0,257,885.4,99.4,146.6,1.5058,0.4,IMG_5785.jpg,123.2,290273,0.943,320.9,1100,cellpose,0.688,825
465.9,452.0,0.0,230,792.4,97.1,152.4,1.4363,0.3691,IMG_5786.jpg,122.4,290273,0.942,320.2,1100,cellpose,0.688,825
488.2,471.0,0.0,233,802.7,97.0,153.2,1.483,0.3918,IMG_5787.jpg,120.5,290273,0.948,320.5,1100,cellpose,0.688,825
467.5,463.0,0.0,147,506.4,98.3,152.3,1.2804,0.2368,IMG_5788.jpg,105.4,290273,0.967,321.0,1100,cellpose,0.688,825
440.6,432.0,0.0,185,637.3,100.2,152.6,1.3484,0.2808,IMG_5789.jpg,118.7,290273,0.959,320.3,1100,cellpose,0.688,825
408.5,393.5,0.052,154,530.5,112.2,132.8,1.2948,0.2167,IMG_5790.jpg,100.0,290273,0.972,320.9,1100,cellpose,0.688,825
438.0,422.0,0.036,139,475.7,110.2,134.3,1.2225,0.2083,IMG_5791.jpg,98.2,292201,0.969,321.2,1100,cellpose,0.688,825
391.1,356.0,0.048,165,568.4,112.5,129.5,1.2998,0.2223,IMG_5792.jpg,102.3,290273,0.973,320.4,1100,cellpose,0.688,825
409.7,378.5,0.0,190,654.6,110.5,129.9,1.3647,0.2682,IMG_5793.jpg,117.2,290273,0.972,320.6,1100,cellpose,0.688,825
341.8,320.5,0.034,116,397.0,119.0,126.5,1.2594,0.1357,IMG_5794.jpg,103.9,292201,0.971,321.1,1100,cellpose,0.688,825
417.0,420.0,0.025,197,678.7,109.2,131.2,1.4287,0.283,IMG_5795.jpg,118.2,290273,0.966,320.6,1100,cellpose,0.688,825
423.6,410.0,0.025,159,547.8,110.2,129.7,1.2531,0.232,IMG_5796.jpg,109.8,290273,0.967,320.7,1100,cellpose,0.688,825
421.5,395.0,0.078,129,444.4,110.5,128.6,1.2943,0.1873,IMG_5797.jpg,101.9,290273,0.971,320.7,1100,cellpose,0.688,825
448.7,436.0,0.004,227,776.9,111.9,141.8,1.4637,0.3486,IMG_5830.jpg,130.6,292201,0.965,321.4,1100,cellpose,0.688,825
390.4,396.0,0.0,143,489.4,120.6,126.1,1.2582,0.1911,IMG_5831.jpg,91.7,292201,0.976,321.4,1100,cellpose,0.688,825
421.8,426.0,0.024,124,424.4,118.7,127.3,1.2074,0.179,IMG_5832.jpg,93.7,292201,0.98,321.4,1100,cellpose,0.688,825
447.3,444.0,0.0,185,633.1,108.9,147.4,1.4394,0.2832,IMG_5833.jpg,110.9,292201,0.969,321.1,1100,cellpose,0.688,825
405.5,387.0,0.013,151,516.8,113.4,132.1,1.2945,0.2096,IMG_5834.jpg,95.0,292201,0.971,321.6,1100,cellpose,0.688,825
435.4,430.0,0.006,159,544.1,110.1,136.7,1.3806,0.2369,IMG_5835.jpg,102.8,292201,0.976,322.0,1100,cellpose,0.688,825
422.1,420.0,0.0,193,660.5,109.2,137.8,1.4107,0.2788,IMG_5836.jpg,104.4,292201,0.975,321.3,1100,cellpose,0.688,825
439.8,426.0,0.0,167,575.3,108.6,141.7,1.3853,0.253,IMG_5837.jpg,101.9,290273,0.975,320.7,1100,cellpose,0.688,825
383.5,340.0,0.048,167,571.5,117.0,128.5,1.1357,0.2192,IMG_5838.jpg,84.7,292201,0.977,321.5,1100,cellpose,0.688,825
409.1,381.0,0.023,129,465.6,119.8,126.2,1.1855,0.1905,IMG_5839.jpg,114.0,277085,0.977,313.5,1100,cellpose,0.688,825
487.9,480.0,0.0,150,516.8,110.8,147.3,1.3521,0.2521,IMG_5840.jpg,111.8,290273,0.965,320.1,1100,cellpose,0.688,825
428.2,415.5,0.0,152,513.5,116.4,130.4,1.3177,0.2199,IMG_5841.jpg,113.9,296025,0.976,323.8,1100,cellpose,0.688,825
384.8,355.0,0.094,127,429.0,128.6,118.1,1.2374,0.1651,IMG_5842.jpg,96.4,296025,0.974,324.1,1100,cellpose,0.688,825
399.5,374.0,0.031,129,435.8,127.7,117.2,1.101,0.1741,IMG_5843.jpg,117.8,296025,0.976,323.6,1100,cellpose,0.688,825
449.3,446.5,0.0,122,414.8,119.1,131.6,1.2198,0.1863,IMG_5844.jpg,115.3,294137,0.978,323.1,1100,cellpose,0.688,825
430.5,416.0,0.0,135,456.0,118.2,132.1,1.2113,0.1963,IMG_5845.jpg,124.3,296025,0.971,323.5,1100,cellpose,0.688,825
421.1,422.0,0.007,153,516.8,118.0,133.1,1.2614,0.2176,IMG_5846.jpg,114.4,296025,0.971,323.6,1100,cellpose,0.688,825
496.2,492.0,0.007,135,459.0,111.7,142.6,1.3249,0.2277,IMG_5847.jpg,110.7,294137,0.964,323.1,1100,cellpose,0.688,825
469.4,465.0,0.0,65,221.0,121.0,133.8,1.1238,0.1037,IMG_5848.jpg,107.2,294137,0.985,322.7,1100,cellpose,0.688,825
443.4,461.0,0.0,139,469.6,123.5,115.0,1.2761,0.2082,IMG_5849.jpg,98.7,296025,0.975,323.6,1100,cellpose,0.688,825
433.3,421.5,0.014,144,486.4,123.4,115.8,1.2611,0.2108,IMG_5850.jpg,104.8,296025,0.974,323.9,1100,cellpose,0.688,825
403.1,366.0,0.057,157,530.4,127.9,115.9,1.23,0.2138,IMG_5851.jpg,100.6,296025,0.972,324.0,1100,cellpose,0.688,825
397.4,367.0,0.104,173,584.4,127.5,115.7,1.1583,0.2323,IMG_5852.jpg,110.1,296025,0.974,323.9,1100,cellpose,0.688,825
431.7,421.0,0.0,159,537.1,119.8,119.4,1.3801,0.2319,IMG_5853.jpg,106.5,296025,0.974,324.0,1100,cellpose,0.688,825
411.3,408.5,0.0,170,574.3,119.5,121.6,1.395,0.2362,IMG_5854.jpg,102.0,296025,0.98,323.2,1100,cellpose,0.688,825
